idea_id,source_type,source_ref,raw_idea,hypothesis,rationale,confidence_seed,status,created_at,owner,linked_fcode,review_cycle,hit_status,note,fcode,priority,priority_score,priority_basis
i20260824-002,sell_side,【广发金工】高波动环境下如何捕捉热点板块的投资机会? https://cj.sina.cn/article/norm_detail?url=http%3A%2F%2Fstock.finance.sina.com.cn%2Fstock%2Fgo.php%2FvReport_Show%2Fkind%2Flastest%2Frptid%2F825838980281%2Findex.phtml,凸显性因子(Salience)：广发金工指出投资者对与市场涨跌幅差异最大的股票赋予过度关注，高波动环境下该因子IC显著,个股日收益率相对市场/行业均值的标准化偏离幅度(|r_i − r_mkt|截面z-score)越高，未来20个交易日收益越低(注意力驱动短期反转，行业+市值中性化后RankIC显著为负),机制=凸显性理论(salience)：极端偏离吸引注意力→过度反应→反转。与现有反转因子(i20260805-007非对称反转、i20260806-009漂移态反转、MAX5 i20260805-009)的区别：本条目刻画'相对市场的偏离幅度'而非个股自身收益符号/极值，是注意力的横截面分配维度。日频可实现(需市场/行业收益)。与反转类因子先测相关性，>0.8应合并。,high,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260824-003,sell_side,量化选股中的因子挖掘:哪些指标在2026年依然有效? 盈利质量因子(经营性现金流与净利润匹配度) https://licai.cofool.com/Mobile/user/guide_view_3325223.html ；另见中泰吴先兴成长股量化核心因子(现金流维度) https://new.qq.com/rain/a/20260614A05YVX00,盈利质量/应计盈余质量(Sloan accruals)：多源强调经营现金流与净利润匹配度是识别真伪盈利的护身符，高应计→未来逊于预期,经营现金流净额/净利润 匹配度越低(应计项目占利润比重越高)的个股，未来20个交易日收益越低(行业+市值中性化后RankIC显著为负)；反之现金流质量高者未来收益更高,机制=Sloan(1996)应计异象：应计利润持续性差，高应计公司未来盈利与股价易不及预期。与 i20260820-033(SUE-PEAD应计风险归因)互补而非重复：该条是SUE的方向/归因拆解，本条目是独立的'应计盈余质量'截面因子(高应计→低未来收益)。数据依赖：需PIT基本面(现金流量表+利润表)，与 i20260820-017(存货周转)同属PIT财务缺口，当前BaoStockProvider.get_pit_financials为未实现桩，列慢车道。建包须严格PIT(用可得时点滞后)。,high,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260824-004,sell_side,北大'金工首席谈'第51讲 吴先兴:成长股量化分析的核心因子(多维成长框架) https://new.qq.com/rain/a/20260614A05YVX00,多维成长质量合成：中泰吴先兴提出从增速单维拓展到盈利加速度稳定性+现金流匹配+资本投入效率+营运效率+议价能力五维成长质量框架，综合因子多头年化超额15%+,由盈利增速稳定性/加速度、经营现金流-净利润匹配度、资本开支与研发产出效率、应收/存货周转(营运效率)、毛利率稳定性(议价能力)五维标准化等权合成的成长质量得分越高，未来20~60个交易日收益越高(行业中性化后RankIC显著为正),机制=规避'成长陷阱'：单季增速波动大易变脸，多维质量刻画可持续成长。与 i20260806-004(单季净利YOYNI)明显不同：本条目是质量加权合成而非单一增速；与 i20260820-041(盈利8月季节性)互补。数据依赖：需PIT财务报表多科目(同比/环比/周转率)，同PIT财务缺口。建包须PIT滞后；五维间先测相关性避免多重共线。,high,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260824-005,forum,雪球 量化因子回测41(中单净流入占比分组) https://xueqiu.com/4482602938/390640213,雪球量化因子回测41：中单(中户)净流入占比分组，中高分位组在5-20日持有期胜率>50%、均值中位数同步正；极高分位为情绪拥挤慢性损耗,中单(中户)净流入占比处于截面中高分位(非极高)的个股，未来5~20个交易日收益越高(三维度同步占优)；占比处于极高分位(情绪拥挤)的个股，未来收益更低,机制=中户情绪资金短期推动但极高占比预示拥挤衰退。与 downstream_feedback(i20260818-003 大单净流入/龙虎榜)区分：本条目用'中单'而非'大单'，是不同订单层级的资金行为。⚠️论坛源数字(胜率50.7%等)不可核，仅取构造思路，置信度已自动标low。数据依赖：需分单资金流(大单/中单/小单)，akshare stock_individual_fund_flow_rank 可补，当前管线无。与 existing 大单类先测相关性。,low,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260824-006,sell_side,【广发金工】高波动环境下如何捕捉热点板块的投资机会? https://cj.sina.cn/article/norm_detail?url=http%3A%2F%2Fstock.finance.sina.com.cn%2Fstock%2Fgo.php%2FvReport_Show%2Fkind%2Flastest%2Frptid%2F825838980281%2Findex.phtml,不确定性动量增强：广发金工在高波动环境下构建'不确定性动量增强因子'，投资者面临较大不确定性时更可能采用动量策略,以市场波动率(iVIX/全市场日收益波动率)代理不确定性状态，不确定性高状态下12-1月相对动量信号对未来收益的预测力显著增强(动量×不确定性 交互项为正)；低不确定状态下动量减弱,"机制=不确定→投资者更依赖趋势/动量启发式。与 i20260817-011(动量崩塌风格轮动overlay,动量在崩塌期失效)方向互补(彼为'杀手'、此为'放大器')，但与现有动量因子(i20260820-039 12-1动量、i20260820-034相对+绝对动量)先测相关性，>0.8应合并或降维为overlay。数据：iVIX/中国波指可得；日频可实现。",high,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260824-007,sell_side,雪球 A股过去好用的规律(引UBS Quant Research 2026-08-05) https://www.xueqiu.com/2972066573/404438921,UBS 2026-08 量化研究：A股横截面收益离散度(收益分化)长期高于美股/港股，离散度高=错价多=选股alpha空间大；但散户占比下降使简单规律加速失效,以全市场个股日收益率截面标准差(离散度)代理'错价空间'，离散度处于高分位的时期，量价类因子(尤其短期反转/特异度)未来20日RankIC更高；离散度低(同涨同跌)时期因子失效,机制=截面离散度↑→个股定价分歧↑→因子可捕获的alpha↑，是因子有效性的'环境择时'元变量。与 i20260817-009(vol-of-vol门控反转)、i20260817-011(动量崩塌overlay)互补但变量不同(本条目用截面离散度而非时序波动率)。可作现有因子的gating overlay；与现有overlay先测相关性。数据：日频全市场收益可得。,high,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260824-008,sell_side,策略研究:A股市场行业动量反转与风格切换复盘(新浪) https://stock.finance.sina.com.cn/stock/view/paper.php?reportid=839360483335&symbol=sh000001,新浪策略研究2026-07：盈利质量更适合作为动量排序后的二次验证维度，在快速切换阶段有缓冲；高质量动量更稳健,在动量多头组(12-1动量前20%)内，叠加盈利质量(ROE稳定性/经营现金流-净利润匹配度)高的子样本，未来20日收益更高且回撤更小；低质量动量(高应计/低现金流)子样本未来收益更低,机制=质量过滤'伪动量'(因应计粉饰或情绪驱动的动量)，提升信号稳健性。与 i20260820-039(12-1动量)、i20260817-011(动量崩塌)互补：本条目是'质量×动量'交互筛选而非单纯动量或崩塌择时。数据依赖：盈利质量需PIT财务(同缺口)。建包须PIT滞后；与现有动量因子测相关性。,high,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260824-009,sell_side,Counterpoint Funds: Factor Performance YTD 2026 (earnings revisions dominate) https://counterpointfunds.com/?p=66483,Counterpoint 2026-03 因子评分：earnings revisions 主导，行业/个股预期上调广度与动量共振；分析师修正广度是强信号,个股所在申万一级行业内，分析师一致预期上调的机构占比(上调广度)越高的个股，未来20个交易日收益越高(行业中性化后RankIC显著为正),机制=行业层面盈利预期共振(earnings revision breadth)，比单股修正更具信息(降低个股噪声)。与条目1(单股修正动量)互补：1是截面个股修正强度，本条目是'行业内上调广度'。数据依赖：需分析师一致预期源(同条目1缺口)。建包须PIT滞后；与条目1及现有动量类先测相关性，>0.8应合并。,high,hypothesized,2026-08-24,factor-scout,,2026-11-22,pending,,,,,
i20260827-001,paper,"Skewness Dispersion and Stock Market Returns (arXiv:2604.07870, 2026-04) + Boyer-Mitton-Vorkink 2010 彩票溢价 https://arxiv.org/abs/2604.07870",个股近20个交易日日收益率的已实现偏度(右偏/彩票型)越高，未来收益越低（博彩偏好/彩票溢价）。,个股近20日日收益已实现偏度(third standardized moment)截面越高 -> 未来20个交易日收益越低。,机制=散户博彩偏好：高偏度(小概率暴赚)个股被高估、未来收益低(Boyer-Mitton-Vorkink 2010; Bali-Cakici-Whitelaw 2011)。日频可实现(用日收益三阶矩，无需分钟数据)。与池内 Asymmetry/Coskewness/偏度overlay(i20260817-003/004/032)先测相关性，若>0.8应合并；本条目为'个股原始右偏度->低收益'的纯截面彩票效应，区别于动量多头组内的偏度管理overlay。需行业+市值中性化。,high,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
i20260827-002,forum,2026 信用账户数据挖掘完全指南 (雪球 Q11-Q13) https://xueqiu.com/1480435944/406306029,个股融资融券折算率相对所在行业平均折算率越高，代表机构对该股认可度越高，未来收益越高。,个股融资融券折算率 / 所在申万一级行业平均折算率 的截面分位越高 -> 未来20日收益越高。,机制=折算率由券商/机构设定，高折算率=机构愿意接受该股作抵押=认可度高(雪球'信用账户数据挖掘'双因子框架Q11)。与池内 i20260806-012(融资余额5日增幅->低收益)互补但维度不同(认可度 vs 杠杆方向)。数据缺口：需融资融券折算率数据(部分行情终端提供)。论坛源数字(+18.6%等)不可核，仅取构造思路，置信度自动low，不把营销数字写进假设。需行业中性化。,low,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
i20260827-003,sell_side,源达:净利润增速因子的十年回测研究 (雪球) https://xueqiu.com/3338215700/401839590 + 方正金工预期类因子(新浪财经 2026-06-07),净利润增速因子的有效性依赖市场风格状态：成长风格占优年份有效、价值风格占优期失效甚至反转，需以风格状态门控启用。,在成长风格占优的市场状态下，净利润增速因子(截面排序)多头组未来20日超额显著为正；价值风格占优期该因子超额转负/失效 -> 该因子须以风格状态门控(Gating)方式启用而非常驻。,机制=因子溢价依赖定价逻辑主导权(源达/雪球十年回测：2017/2019/2026成长占优年有效，价值年失效)。与池内'横截面离散度择时'(i20260824-007)、'不确定性动量增强×iVIX'(i20260824-006)、'动量崩塌风格轮动'(i20260817-011)先测相关性，若>0.8应合并为同一meta-gating族。实现：用成长/价值相对强弱或估值分化度作状态变量。数据可行(指数/风格指数日收益)。,high,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
i20260827-004,sell_side,华泰金工:AI全频段因子/LLM-FADT文本选股 (同花顺 2026-08-08) https://t.10jqka.com.cn/pid_672965286.shtml,覆盖个股的券商研报标题/摘要经LLM五维解读(标题重构/催化剂/言外之意/风险/收益指引)+FinBERT向量化，得到文本情绪打分，截面越高未来超额越高。,个股近20日覆盖研报标题+摘要经LLM五维解读与FinBERT向量化得到的文本情绪打分，截面越高 -> 未来20日超额收益越高。,机制=研报文本含未被数值因子捕获的增量语义信息(华泰金工LLM-FADT：年化超额23%、夏普1.01)。与池内'分析师预期修正动量'(i20260824-001)、'行业预期修正广度'(i20260824-009)互补：本条目是纯文本NLP情绪，非数值预期差。数据缺口：需研报文本语料+FinBERT/LLM推理基础设施，落地成本高，先入池标记。需行业中性化。来源数字(年化23%等)为卖方回测区间值，假设不引用具体数字。,high,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
i20260827-005,sell_side,方正金工高频因子低频化系列 '勇攀高峰'(新浪财经 2026-08-24) https://finance.sina.com.cn/roll/2026-08-24/doc-inipmsvk1922370.shtml,个股近5日波动率相对前20日波动率的上升速度/幅度(波动率突变扩张)越高，未来20日收益越低(波动突发扩张预警)。,个股近5日波动率 / 前20日波动率 的比值(波动率扩张速度)截面越高 -> 未来20日收益越低。,"机制=波动率骤然扩张常伴风险事件/情绪恐慌，预告未来下行(方正'勇攀高峰'因子思路：个股波动率的变动及因子构建)。日频可实现(用日收益滚动波动率，无需分钟数据)，区别于池内 vol-of-vol(波动率本身的波动率, i20260817)。与 ivol特质波动率(f0002a)先测相关性，若>0.8应合并。需行业+市值中性化。",high,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
i20260827-006,observation,东吴证券-金工专题:因子轮动的新解—状态交互与MOE多专家路由 (慧博 260818) http://wap.hibor.org/wap_detail.aspx?id=f46b9d652ed1be6f5486eb2092b098d5,以东吴证券四指数(国证A指/沪深300/中证1000/创业板)市场状态路由的MOE多专家动态合成，相较固定权重合成提升中证1000指增年化超额(实测+6.69pct)，可作为既有Alpha合成层的条件变量增强。,以四指数市场状态共同决定专家路由权重的MOE动态合成，相较单一固定权重合成，在未来20日截面打分与组合超额上更优(东吴实测中证1000指增年化超额由-3.71%改善至1.14%、全区间18.80%)。,机制=市场状态是整截面共享的条件变量，能同时改变既有Alpha的表示/配置/合成规则，边际增益高于单纯新增截面因子(东吴证券《因子轮动的新解》260818)。与池内'横截面离散度择时'(i20260824-007)、'动量崩塌风格轮动overlay'(i20260817-011)、'因子动量加权合成'(i20260817-009)先测相关性，若>0.8应合并为同一合成层meta族。实现：用指数收益/波动状态作路由。observation类(来自卖方研报方法，非单一股票因子)。,low,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
i20260827-007,sell_side,2026年上半年公募持仓复盘 (雪球) https://xueqiu.com/8037455110/402107262,个股公募持仓总市值/公司最新总市值(机构筹码集中度)截面越高，代表机构共识越强，未来超额越高。,个股公募持仓总市值 / 公司最新总市值(机构筹码集中度)截面分位越高 -> 未来20日超额收益越高。,机制=机构整体持仓拥挤度与行业共识强度，不受公司市值大小干扰(雪球2026上半年公募持仓复盘'筹码集中度指标')。与池内'高管增减持'(i20260818-004)、'北向/两融资金流'(i20260818-005)、及本批#8(主动加仓环比)互补：本条目是机构持仓'水平'，#8是'变化'。数据缺口：需基金季报持仓(滞后至披露日防前视，红线)。需行业中性化。与 i20260818-004 先测相关性>0.8应合并。,high,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
i20260827-008,sell_side,2026年上半年公募持仓复盘 (雪球) + 央广网基金二季报出齐(2026-07-23) https://xueqiu.com/8037455110/402107262,个股被主动权益基金季度环比增持幅度(剔除股价波动的主动加仓股数增幅)越高，未来超额越高(机构共识+信息优势)。,个股主动权益基金持仓股数 的季度环比增幅(剔除股价波动影响的主动加仓)截面越高 -> 未来20日超额收益越高(须严格滞后至季报披露后取用，防前视)。,机制=机构主动增持反映研究共识与信息优势(雪球2026上半年公募持仓复盘'主动加仓指标'：Q2持仓股数环比Q1增幅)。与池内'高管增减持'(i20260818-004)、'北向/两融资金流'(i20260818-005)、及本批#7(持仓集中度水平)互补维度。数据缺口：需基金季报前十大/全持仓，须严格PIT滞后至披露日(防前视，红线)。与 i20260818-004 先测相关性>0.8应合并。,high,hypothesized,2026-08-27,factor-scout,,2026-11-25,pending,,,,,
